Red Player wins: 0 | Yellow Player Wins: 1 | Round Count: 1
Red Player wins: 1437 | Yellow Player Wins: 9181 | Round Count: 10618
Red Player wins: 1437 | Yellow Player Wins: 9182 | Round Count: 10619
Red Player wins: 1437 | Yellow Player Wins: 9183 | Round Count: 10620
Red Player wins: 1438 | Yellow Player Wins: 9183 | Round Count: 10621
Red Player wins: 1438 | Yellow Player Wins: 9184 | Round Count: 10622
Red Player wins: 1438 | Yellow Player Wins: 9185 | Round Count: 10623
Red Player wins: 1438 | Yellow Player Wins: 9186 | Round Count: 10624
Red Player wins: 1438 | Yellow Player Wins: 9187 | Round Count: 10625
Red Player wins: 1438 | Yellow Player Wins: 9188 | Round Count: 10626
Red Player wins: 1439 | Yellow Player Wins: 9188 | Round Count: 10627
Red Player wins: 1439 | Yellow Player Wins: 9189 | Round Count: 10628
Red Player wins: 1439 | Yellow Player Wins: 9190 | Round Count: 10629
Red Player wins: 1439 | Yellow Player Wins: 9191 | Round Count: 10630
Red Player wins: 1439 | Yellow Player Wins: 9192 | Round Count: 10631
Red Player wins: 1439 | Yellow Player Wins: 9193 | Round Count: 10632
Red Player wins: 1439 | Yellow Player Wins: 9194 | Round Count: 10633
Red Player wins: 1439 | Yellow Player Wins: 9195 | Round Count: 10634
Red Player wins: 1440 | Yellow Player Wins: 9195 | Round Count: 10635
Red Player wins: 1441 | Yellow Player Wins: 9195 | Round Count: 10636
Red Player wins: 1441 | Yellow Player Wins: 9196 | Round Count: 10637
Red Player wins: 1441 | Yellow Player Wins: 9197 | Round Count: 10638
Red Player wins: 1441 | Yellow Player Wins: 9198 | Round Count: 10639
Red Player wins: 1442 | Yellow Player Wins: 9198 | Round Count: 10640
Red Player wins: 1442 | Yellow Player Wins: 9199 | Round Count: 10641
Red Player wins: 1442 | Yellow Player Wins: 9200 | Round Count: 10642
Red Player wins: 1442 | Yellow Player Wins: 9201 | Round Count: 10643
Red Player wins: 1442 | Yellow Player Wins: 9202 | Round Count: 10644
Red Player wins: 1442 | Yellow Player Wins: 9203 | Round Count: 10645
Red Player wins: 1442 | Yellow Player Wins: 9204 | Round Count: 10646
Red Player wins: 1442 | Yellow Player Wins: 9205 | Round Count: 10647
Red Player wins: 1443 | Yellow Player Wins: 9205 | Round Count: 10648
Red Player wins: 1443 | Yellow Player Wins: 9206 | Round Count: 10649
Red Player wins: 1444 | Yellow Player Wins: 9206 | Round Count: 10650
Red Player wins: 1445 | Yellow Player Wins: 9206 | Round Count: 10651
Red Player wins: 1446 | Yellow Player Wins: 9206 | Round Count: 10652
Red Player wins: 1447 | Yellow Player Wins: 9206 | Round Count: 10653
Red Player wins: 1447 | Yellow Player Wins: 9207 | Round Count: 10654
Red Player wins: 1447 | Yellow Player Wins: 9208 | Round Count: 10655
Red Player wins: 1448 | Yellow Player Wins: 9208 | Round Count: 10656
Red Player wins: 1448 | Yellow Player Wins: 9209 | Round Count: 10657
Red Player wins: 1448 | Yellow Player Wins: 9210 | Round Count: 10658
Red Player wins: 1448 | Yellow Player Wins: 9211 | Round Count: 10659
Red Player wins: 1448 | Yellow Player Wins: 9212 | Round Count: 10660
Red Player wins: 1449 | Yellow Player Wins: 9212 | Round Count: 10661
Red Player wins: 1450 | Yellow Player Wins: 9212 | Round Count: 10662
Red Player wins: 1450 | Yellow Player Wins: 9213 | Round Count: 10663
Red Player wins: 1450 | Yellow Player Wins: 9214 | Round Count: 10664
Red Player wins: 1450 | Yellow Player Wins: 9215 | Round Count: 10665
Red Player wins: 1450 | Yellow Player Wins: 9216 | Round Count: 10666
Red Player wins: 1450 | Yellow Player Wins: 9217 | Round Count: 10667
Red Player wins: 1450 | Yellow Player Wins: 9218 | Round Count: 10668
Red Player wins: 1450 | Yellow Player Wins: 9219 | Round Count: 10669
Red Player wins: 1450 | Yellow Player Wins: 9220 | Round Count: 10670
Red Player wins: 1450 | Yellow Player Wins: 9221 | Round Count: 10671
Red Player wins: 1450 | Yellow Player Wins: 9222 | Round Count: 10672
Red Player wins: 1450 | Yellow Player Wins: 9223 | Round Count: 10673
Red Player wins: 1450 | Yellow Player Wins: 9224 | Round Count: 10674
Red Player wins: 1450 | Yellow Player Wins: 9225 | Round Count: 10675
Red Player wins: 1450 | Yellow Player Wins: 9226 | Round Count: 10676
Red Player wins: 1450 | Yellow Player Wins: 9227 | Round Count: 10677
Red Player wins: 1450 | Yellow Player Wins: 9228 | Round Count: 10678
Red Player wins: 1450 | Yellow Player Wins: 9229 | Round Count: 10679
Red Player wins: 1450 | Yellow Player Wins: 9230 | Round Count: 10680
Red Player wins: 1451 | Yellow Player Wins: 9230 | Round Count: 10681
Red Player wins: 1451 | Yellow Player Wins: 9231 | Round Count: 10682
Red Player wins: 1451 | Yellow Player Wins: 9232 | Round Count: 10683
Red Player wins: 1452 | Yellow Player Wins: 9232 | Round Count: 10684
Red Player wins: 1452 | Yellow Player Wins: 9233 | Round Count: 10685
Red Player wins: 1452 | Yellow Player Wins: 9234 | Round Count: 10686
Red Player wins: 1452 | Yellow Player Wins: 9235 | Round Count: 10687
Red Player wins: 1452 | Yellow Player Wins: 9236 | Round Count: 10688
Red Player wins: 1453 | Yellow Player Wins: 9236 | Round Count: 10689
Red Player wins: 1453 | Yellow Player Wins: 9237 | Round Count: 10690
Red Player wins: 1454 | Yellow Player Wins: 9237 | Round Count: 10691
Red Player wins: 1454 | Yellow Player Wins: 9238 | Round Count: 10692
Red Player wins: 1454 | Yellow Player Wins: 9239 | Round Count: 10693
Red Player wins: 1454 | Yellow Player Wins: 9240 | Round Count: 10694
Red Player wins: 1454 | Yellow Player Wins: 9241 | Round Count: 10695
Red Player wins: 1454 | Yellow Player Wins: 9242 | Round Count: 10696
Red Player wins: 1454 | Yellow Player Wins: 9243 | Round Count: 10697
Red Player wins: 1454 | Yellow Player Wins: 9244 | Round Count: 10698
Red Player wins: 1454 | Yellow Player Wins: 9245 | Round Count: 10699
Red Player wins: 1454 | Yellow Player Wins: 9246 | Round Count: 10700
Red Player wins: 1454 | Yellow Player Wins: 9247 | Round Count: 10701
Red Player wins: 1454 | Yellow Player Wins: 9248 | Round Count: 10702
Red Player wins: 1454 | Yellow Player Wins: 9249 | Round Count: 10703
Red Player wins: 1454 | Yellow Player Wins: 9250 | Round Count: 10704
Red Player wins: 1454 | Yellow Player Wins: 9251 | Round Count: 10705
Red Player wins: 1455 | Yellow Player Wins: 9251 | Round Count: 10706
Red Player wins: 1456 | Yellow Player Wins: 9251 | Round Count: 10707
Red Player wins: 1456 | Yellow Player Wins: 9252 | Round Count: 10708
Red Player wins: 1456 | Yellow Player Wins: 9253 | Round Count: 10709
Red Player wins: 1456 | Yellow Player Wins: 9254 | Round Count: 10710
Red Player wins: 1457 | Yellow Player Wins: 9254 | Round Count: 10711
Red Player wins: 1457 | Yellow Player Wins: 9255 | Round Count: 10712
Red Player wins: 1457 | Yellow Player Wins: 9256 | Round Count: 10713
Red Player wins: 1458 | Yellow Player Wins: 9256 | Round Count: 10714
Red Player wins: 1458 | Yellow Player Wins: 9257 | Round Count: 10715
Red Player wins: 1458 | Yellow Player Wins: 9258 | Round Count: 10716
Red Player wins: 1458 | Yellow Player Wins: 9259 | Round Count: 10717
Red Player wins: 1458 | Yellow Player Wins: 9260 | Round Count: 10718
Red Player wins: 1459 | Yellow Player Wins: 9260 | Round Count: 10719
Red Player wins: 1459 | Yellow Player Wins: 9261 | Round Count: 10720
Red Player wins: 1459 | Yellow Player Wins: 9262 | Round Count: 10721
Red Player wins: 1459 | Yellow Player Wins: 9263 | Round Count: 10722
Red Player wins: 1459 | Yellow Player Wins: 9264 | Round Count: 10723
Red Player wins: 1459 | Yellow Player Wins: 9265 | Round Count: 10724
Red Player wins: 1460 | Yellow Player Wins: 9265 | Round Count: 10725
Red Player wins: 1460 | Yellow Player Wins: 9266 | Round Count: 10726
Red Player wins: 1460 | Yellow Player Wins: 9267 | Round Count: 10727
Red Player wins: 1460 | Yellow Player Wins: 9268 | Round Count: 10728
Red Player wins: 1460 | Yellow Player Wins: 9269 | Round Count: 10729
Red Player wins: 1461 | Yellow Player Wins: 9269 | Round Count: 10730
Red Player wins: 1462 | Yellow Player Wins: 9269 | Round Count: 10731
Red Player wins: 1462 | Yellow Player Wins: 9270 | Round Count: 10732
Red Player wins: 1463 | Yellow Player Wins: 9270 | Round Count: 10733
Red Player wins: 1464 | Yellow Player Wins: 9270 | Round Count: 10734
Red Player wins: 1464 | Yellow Player Wins: 9271 | Round Count: 10735
Red Player wins: 1465 | Yellow Player Wins: 9271 | Round Count: 10736
Red Player wins: 1465 | Yellow Player Wins: 9272 | Round Count: 10737
Red Player wins: 1465 | Yellow Player Wins: 9273 | Round Count: 10738
Red Player wins: 1465 | Yellow Player Wins: 9274 | Round Count: 10739
Red Player wins: 1466 | Yellow Player Wins: 9274 | Round Count: 10740
Red Player wins: 1466 | Yellow Player Wins: 9275 | Round Count: 10741
Red Player wins: 1466 | Yellow Player Wins: 9276 | Round Count: 10742
Red Player wins: 1466 | Yellow Player Wins: 9277 | Round Count: 10743
Red Player wins: 1466 | Yellow Player Wins: 9278 | Round Count: 10744
Red Player wins: 1466 | Yellow Player Wins: 9279 | Round Count: 10745
Red Player wins: 1466 | Yellow Player Wins: 9280 | Round Count: 10746
Red Player wins: 1466 | Yellow Player Wins: 9281 | Round Count: 10747
Red Player wins: 1466 | Yellow Player Wins: 9282 | Round Count: 10748
Red Player wins: 1466 | Yellow Player Wins: 9283 | Round Count: 10749
Red Player wins: 1466 | Yellow Player Wins: 9284 | Round Count: 10750
Red Player wins: 1466 | Yellow Player Wins: 9285 | Round Count: 10751
Red Player wins: 1466 | Yellow Player Wins: 9286 | Round Count: 10752
Red Player wins: 1466 | Yellow Player Wins: 9287 | Round Count: 10753
Red Player wins: 1466 | Yellow Player Wins: 9288 | Round Count: 10754
Red Player wins: 1466 | Yellow Player Wins: 9289 | Round Count: 10755
Red Player wins: 1467 | Yellow Player Wins: 9289 | Round Count: 10756
Red Player wins: 1467 | Yellow Player Wins: 9290 | Round Count: 10757
Red Player wins: 1467 | Yellow Player Wins: 9291 | Round Count: 10758
Red Player wins: 1467 | Yellow Player Wins: 9292 | Round Count: 10759
Red Player wins: 1467 | Yellow Player Wins: 9293 | Round Count: 10760
Red Player wins: 1467 | Yellow Player Wins: 9294 | Round Count: 10761
Red Player wins: 1467 | Yellow Player Wins: 9295 | Round Count: 10762
Red Player wins: 1467 | Yellow Player Wins: 9296 | Round Count: 10763
Red Player wins: 1467 | Yellow Player Wins: 9297 | Round Count: 10764
Red Player wins: 1468 | Yellow Player Wins: 9297 | Round Count: 10765
Red Player wins: 1468 | Yellow Player Wins: 9298 | Round Count: 10766
Red Player wins: 1468 | Yellow Player Wins: 9299 | Round Count: 10767
Red Player wins: 1468 | Yellow Player Wins: 9300 | Round Count: 10768
Red Player wins: 1468 | Yellow Player Wins: 9301 | Round Count: 10769
Red Player wins: 1468 | Yellow Player Wins: 9302 | Round Count: 10770
Red Player wins: 1468 | Yellow Player Wins: 9303 | Round Count: 10771
Red Player wins: 1469 | Yellow Player Wins: 9303 | Round Count: 10772
Red Player wins: 1469 | Yellow Player Wins: 9304 | Round Count: 10773
Red Player wins: 1469 | Yellow Player Wins: 9305 | Round Count: 10774
Red Player wins: 1469 | Yellow Player Wins: 9306 | Round Count: 10775
Red Player wins: 1469 | Yellow Player Wins: 9307 | Round Count: 10776
Red Player wins: 1469 | Yellow Player Wins: 9308 | Round Count: 10777
Red Player wins: 1469 | Yellow Player Wins: 9309 | Round Count: 10778
Red Player wins: 1470 | Yellow Player Wins: 9309 | Round Count: 10779
Red Player wins: 1470 | Yellow Player Wins: 9310 | Round Count: 10780
Red Player wins: 1470 | Yellow Player Wins: 9311 | Round Count: 10781
Red Player wins: 1470 | Yellow Player Wins: 9312 | Round Count: 10782
Red Player wins: 1470 | Yellow Player Wins: 9313 | Round Count: 10783
Red Player wins: 1470 | Yellow Player Wins: 9314 | Round Count: 10784
Red Player wins: 1471 | Yellow Player Wins: 9314 | Round Count: 10785
Red Player wins: 1471 | Yellow Player Wins: 9315 | Round Count: 10786
Red Player wins: 1471 | Yellow Player Wins: 9316 | Round Count: 10787
Red Player wins: 1471 | Yellow Player Wins: 9317 | Round Count: 10788
Red Player wins: 1471 | Yellow Player Wins: 9318 | Round Count: 10789
Red Player wins: 1471 | Yellow Player Wins: 9319 | Round Count: 10790
Red Player wins: 1471 | Yellow Player Wins: 9320 | Round Count: 10791
Red Player wins: 1471 | Yellow Player Wins: 9321 | Round Count: 10792
Red Player wins: 1471 | Yellow Player Wins: 9322 | Round Count: 10793
Red Player wins: 1471 | Yellow Player Wins: 9323 | Round Count: 10794
Red Player wins: 1471 | Yellow Player Wins: 9324 | Round Count: 10795
Red Player wins: 1472 | Yellow Player Wins: 9324 | Round Count: 10796
Red Player wins: 1472 | Yellow Player Wins: 9325 | Round Count: 10797
Red Player wins: 1472 | Yellow Player Wins: 9326 | Round Count: 10798
Red Player wins: 1472 | Yellow Player Wins: 9327 | Round Count: 10799
Red Player wins: 1472 | Yellow Player Wins: 9328 | Round Count: 10800
Red Player wins: 1472 | Yellow Player Wins: 9329 | Round Count: 10801
Red Player wins: 1472 | Yellow Player Wins: 9330 | Round Count: 10802
Red Player wins: 1473 | Yellow Player Wins: 9330 | Round Count: 10803
Red Player wins: 1473 | Yellow Player Wins: 9331 | Round Count: 10804
Red Player wins: 1473 | Yellow Player Wins: 9332 | Round Count: 10805
Red Player wins: 1473 | Yellow Player Wins: 9333 | Round Count: 10806
Red Player wins: 1473 | Yellow Player Wins: 9334 | Round Count: 10807
Red Player wins: 1473 | Yellow Player Wins: 9335 | Round Count: 10808
Red Player wins: 1473 | Yellow Player Wins: 9336 | Round Count: 10809
Red Player wins: 1473 | Yellow Player Wins: 9337 | Round Count: 10810
Red Player wins: 1474 | Yellow Player Wins: 9337 | Round Count: 10811
Red Player wins: 1474 | Yellow Player Wins: 9338 | Round Count: 10812
Red Player wins: 1474 | Yellow Player Wins: 9339 | Round Count: 10813
Red Player wins: 1474 | Yellow Player Wins: 9340 | Round Count: 10814
Red Player wins: 1474 | Yellow Player Wins: 9341 | Round Count: 10815
Red Player wins: 1474 | Yellow Player Wins: 9342 | Round Count: 10816
Red Player wins: 1474 | Yellow Player Wins: 9343 | Round Count: 10817
Red Player wins: 1474 | Yellow Player Wins: 9344 | Round Count: 10818
Red Player wins: 1474 | Yellow Player Wins: 9345 | Round Count: 10819
Red Player wins: 1474 | Yellow Player Wins: 9346 | Round Count: 10820
Red Player wins: 1475 | Yellow Player Wins: 9346 | Round Count: 10821
Red Player wins: 1476 | Yellow Player Wins: 9346 | Round Count: 10822
Red Player wins: 1477 | Yellow Player Wins: 9346 | Round Count: 10823
Red Player wins: 1477 | Yellow Player Wins: 9347 | Round Count: 10824
Red Player wins: 1478 | Yellow Player Wins: 9347 | Round Count: 10825
Red Player wins: 1478 | Yellow Player Wins: 9348 | Round Count: 10826
Red Player wins: 1478 | Yellow Player Wins: 9349 | Round Count: 10827
Red Player wins: 1478 | Yellow Player Wins: 9350 | Round Count: 10828
Red Player wins: 1478 | Yellow Player Wins: 9351 | Round Count: 10829
Red Player wins: 1479 | Yellow Player Wins: 9351 | Round Count: 10830
Red Player wins: 1479 | Yellow Player Wins: 9352 | Round Count: 10831
Red Player wins: 1480 | Yellow Player Wins: 9352 | Round Count: 10832
Red Player wins: 1480 | Yellow Player Wins: 9353 | Round Count: 10833
Red Player wins: 1480 | Yellow Player Wins: 9354 | Round Count: 10834
Red Player wins: 1481 | Yellow Player Wins: 9354 | Round Count: 10835
Red Player wins: 1481 | Yellow Player Wins: 9355 | Round Count: 10836
Red Player wins: 1481 | Yellow Player Wins: 9356 | Round Count: 10837
Red Player wins: 1481 | Yellow Player Wins: 9357 | Round Count: 10838
Red Player wins: 1481 | Yellow Player Wins: 9358 | Round Count: 10839
Red Player wins: 1481 | Yellow Player Wins: 9359 | Round Count: 10840
Red Player wins: 1482 | Yellow Player Wins: 9359 | Round Count: 10841
Red Player wins: 1482 | Yellow Player Wins: 9360 | Round Count: 10842
Red Player wins: 1482 | Yellow Player Wins: 9361 | Round Count: 10843
Red Player wins: 1482 | Yellow Player Wins: 9362 | Round Count: 10844
Red Player wins: 1482 | Yellow Player Wins: 9363 | Round Count: 10845
Red Player wins: 1482 | Yellow Player Wins: 9364 | Round Count: 10846
Red Player wins: 1482 | Yellow Player Wins: 9365 | Round Count: 10847
Red Player wins: 1482 | Yellow Player Wins: 9366 | Round Count: 10848
Red Player wins: 1482 | Yellow Player Wins: 9367 | Round Count: 10849
Red Player wins: 1482 | Yellow Player Wins: 9368 | Round Count: 10850
Red Player wins: 1482 | Yellow Player Wins: 9369 | Round Count: 10851
Red Player wins: 1483 | Yellow Player Wins: 9369 | Round Count: 10852
Red Player wins: 1483 | Yellow Player Wins: 9370 | Round Count: 10853
Red Player wins: 1483 | Yellow Player Wins: 9371 | Round Count: 10854
Red Player wins: 1484 | Yellow Player Wins: 9371 | Round Count: 10855
Red Player wins: 1485 | Yellow Player Wins: 9371 | Round Count: 10856
Red Player wins: 1485 | Yellow Player Wins: 9372 | Round Count: 10857
Red Player wins: 1485 | Yellow Player Wins: 9373 | Round Count: 10858
Red Player wins: 1485 | Yellow Player Wins: 9374 | Round Count: 10859
Red Player wins: 1485 | Yellow Player Wins: 9375 | Round Count: 10860
Red Player wins: 1485 | Yellow Player Wins: 9376 | Round Count: 10861
Red Player wins: 1486 | Yellow Player Wins: 9376 | Round Count: 10862
Red Player wins: 1486 | Yellow Player Wins: 9377 | Round Count: 10863
Red Player wins: 1486 | Yellow Player Wins: 9378 | Round Count: 10864
Red Player wins: 1487 | Yellow Player Wins: 9378 | Round Count: 10865
Red Player wins: 1487 | Yellow Player Wins: 9379 | Round Count: 10866
Red Player wins: 1487 | Yellow Player Wins: 9380 | Round Count: 10867
Red Player wins: 1488 | Yellow Player Wins: 9380 | Round Count: 10868
Red Player wins: 1488 | Yellow Player Wins: 9381 | Round Count: 10869
Red Player wins: 1488 | Yellow Player Wins: 9382 | Round Count: 10870
Red Player wins: 1488 | Yellow Player Wins: 9383 | Round Count: 10871
Red Player wins: 1488 | Yellow Player Wins: 9384 | Round Count: 10872
Red Player wins: 1489 | Yellow Player Wins: 9384 | Round Count: 10873
Red Player wins: 1489 | Yellow Player Wins: 9385 | Round Count: 10874
Red Player wins: 1489 | Yellow Player Wins: 9386 | Round Count: 10875
Red Player wins: 1490 | Yellow Player Wins: 9386 | Round Count: 10876
Red Player wins: 1490 | Yellow Player Wins: 9387 | Round Count: 10877
Red Player wins: 1490 | Yellow Player Wins: 9388 | Round Count: 10878
Red Player wins: 1491 | Yellow Player Wins: 9388 | Round Count: 10879
Red Player wins: 1491 | Yellow Player Wins: 9389 | Round Count: 10880
Red Player wins: 1491 | Yellow Player Wins: 9390 | Round Count: 10881
Red Player wins: 1492 | Yellow Player Wins: 9390 | Round Count: 10882
Red Player wins: 1492 | Yellow Player Wins: 9391 | Round Count: 10883
Red Player wins: 1492 | Yellow Player Wins: 9392 | Round Count: 10884
Red Player wins: 1492 | Yellow Player Wins: 9393 | Round Count: 10885
Red Player wins: 1492 | Yellow Player Wins: 9394 | Round Count: 10886
Red Player wins: 1492 | Yellow Player Wins: 9395 | Round Count: 10887
Red Player wins: 1492 | Yellow Player Wins: 9396 | Round Count: 10888
Red Player wins: 1492 | Yellow Player Wins: 9397 | Round Count: 10889
Red Player wins: 1492 | Yellow Player Wins: 9398 | Round Count: 10890
Red Player wins: 1492 | Yellow Player Wins: 9399 | Round Count: 10891
Red Player wins: 1492 | Yellow Player Wins: 9400 | Round Count: 10892
Red Player wins: 1492 | Yellow Player Wins: 9401 | Round Count: 10893
Red Player wins: 1492 | Yellow Player Wins: 9402 | Round Count: 10894
Red Player wins: 1492 | Yellow Player Wins: 9403 | Round Count: 10895
Red Player wins: 1492 | Yellow Player Wins: 9404 | Round Count: 10896
Red Player wins: 1493 | Yellow Player Wins: 9404 | Round Count: 10897
Red Player wins: 1493 | Yellow Player Wins: 9405 | Round Count: 10898
Red Player wins: 1493 | Yellow Player Wins: 9406 | Round Count: 10899
Red Player wins: 1493 | Yellow Player Wins: 9407 | Round Count: 10900
Red Player wins: 1493 | Yellow Player Wins: 9408 | Round Count: 10901
Red Player wins: 1493 | Yellow Player Wins: 9409 | Round Count: 10902
Red Player wins: 1493 | Yellow Player Wins: 9410 | Round Count: 10903
Red Player wins: 1493 | Yellow Player Wins: 9411 | Round Count: 10904
Red Player wins: 1493 | Yellow Player Wins: 9412 | Round Count: 10905
Red Player wins: 1493 | Yellow Player Wins: 9413 | Round Count: 10906
Red Player wins: 1494 | Yellow Player Wins: 9413 | Round Count: 10907
Red Player wins: 1494 | Yellow Player Wins: 9414 | Round Count: 10908
Red Player wins: 1494 | Yellow Player Wins: 9415 | Round Count: 10909
Red Player wins: 1494 | Yellow Player Wins: 9416 | Round Count: 10910
Red Player wins: 1494 | Yellow Player Wins: 9417 | Round Count: 10911
Red Player wins: 1494 | Yellow Player Wins: 9418 | Round Count: 10912
Red Player wins: 1494 | Yellow Player Wins: 9419 | Round Count: 10913
Red Player wins: 1494 | Yellow Player Wins: 9420 | Round Count: 10914
Red Player wins: 1494 | Yellow Player Wins: 9421 | Round Count: 10915
Red Player wins: 1494 | Yellow Player Wins: 9422 | Round Count: 10916
Red Player wins: 1494 | Yellow Player Wins: 9423 | Round Count: 10917
Red Player wins: 1494 | Yellow Player Wins: 9424 | Round Count: 10918
Red Player wins: 1494 | Yellow Player Wins: 9425 | Round Count: 10919
Red Player wins: 1494 | Yellow Player Wins: 9426 | Round Count: 10920
Red Player wins: 1494 | Yellow Player Wins: 9427 | Round Count: 10921
Red Player wins: 1494 | Yellow Player Wins: 9428 | Round Count: 10922
Red Player wins: 1494 | Yellow Player Wins: 9429 | Round Count: 10923
Red Player wins: 1494 | Yellow Player Wins: 9430 | Round Count: 10924
Red Player wins: 1494 | Yellow Player Wins: 9431 | Round Count: 10925
Red Player wins: 1494 | Yellow Player Wins: 9432 | Round Count: 10926
Red Player wins: 1494 | Yellow Player Wins: 9433 | Round Count: 10927
Red Player wins: 1494 | Yellow Player Wins: 9434 | Round Count: 10928
Red Player wins: 1494 | Yellow Player Wins: 9435 | Round Count: 10929
Red Player wins: 1494 | Yellow Player Wins: 9436 | Round Count: 10930
Red Player wins: 1494 | Yellow Player Wins: 9437 | Round Count: 10931
Red Player wins: 1494 | Yellow Player Wins: 9438 | Round Count: 10932
Red Player wins: 1494 | Yellow Player Wins: 9439 | Round Count: 10933
Red Player wins: 1494 | Yellow Player Wins: 9440 | Round Count: 10934
Red Player wins: 1494 | Yellow Player Wins: 9441 | Round Count: 10935
Red Player wins: 1494 | Yellow Player Wins: 9442 | Round Count: 10936
Red Player wins: 1494 | Yellow Player Wins: 9443 | Round Count: 10937
Red Player wins: 1494 | Yellow Player Wins: 9444 | Round Count: 10938
Red Player wins: 1494 | Yellow Player Wins: 9445 | Round Count: 10939
Red Player wins: 1494 | Yellow Player Wins: 9446 | Round Count: 10940
Red Player wins: 1494 | Yellow Player Wins: 9447 | Round Count: 10941
Red Player wins: 1494 | Yellow Player Wins: 9448 | Round Count: 10942
Red Player wins: 1494 | Yellow Player Wins: 9449 | Round Count: 10943
Red Player wins: 1494 | Yellow Player Wins: 9450 | Round Count: 10944
Red Player wins: 1494 | Yellow Player Wins: 9451 | Round Count: 10945
Red Player wins: 1495 | Yellow Player Wins: 9451 | Round Count: 10946
Red Player wins: 1495 | Yellow Player Wins: 9452 | Round Count: 10947
Red Player wins: 1495 | Yellow Player Wins: 9453 | Round Count: 10948
Red Player wins: 1495 | Yellow Player Wins: 9454 | Round Count: 10949
Red Player wins: 1496 | Yellow Player Wins: 9454 | Round Count: 10950
Red Player wins: 1496 | Yellow Player Wins: 9455 | Round Count: 10951
Red Player wins: 1496 | Yellow Player Wins: 9456 | Round Count: 10952
Red Player wins: 1496 | Yellow Player Wins: 9457 | Round Count: 10953
Red Player wins: 1496 | Yellow Player Wins: 9458 | Round Count: 10954
Red Player wins: 1496 | Yellow Player Wins: 9459 | Round Count: 10955
Red Player wins: 1496 | Yellow Player Wins: 9460 | Round Count: 10956
Red Player wins: 1496 | Yellow Player Wins: 9461 | Round Count: 10957
Red Player wins: 1496 | Yellow Player Wins: 9462 | Round Count: 10958
Red Player wins: 1496 | Yellow Player Wins: 9463 | Round Count: 10959
Red Player wins: 1496 | Yellow Player Wins: 9464 | Round Count: 10960
Red Player wins: 1496 | Yellow Player Wins: 9465 | Round Count: 10961
Red Player wins: 1496 | Yellow Player Wins: 9466 | Round Count: 10962
Red Player wins: 1496 | Yellow Player Wins: 9467 | Round Count: 10963
Red Player wins: 1496 | Yellow Player Wins: 9468 | Round Count: 10964
Red Player wins: 1496 | Yellow Player Wins: 9469 | Round Count: 10965
Red Player wins: 1496 | Yellow Player Wins: 9470 | Round Count: 10966
Red Player wins: 1496 | Yellow Player Wins: 9471 | Round Count: 10967
Red Player wins: 1496 | Yellow Player Wins: 9472 | Round Count: 10968
Red Player wins: 1496 | Yellow Player Wins: 9473 | Round Count: 10969
Red Player wins: 1496 | Yellow Player Wins: 9474 | Round Count: 10970
Red Player wins: 1496 | Yellow Player Wins: 9475 | Round Count: 10971
Red Player wins: 1496 | Yellow Player Wins: 9476 | Round Count: 10972
Red Player wins: 1497 | Yellow Player Wins: 9476 | Round Count: 10973
Red Player wins: 1497 | Yellow Player Wins: 9477 | Round Count: 10974
Red Player wins: 1498 | Yellow Player Wins: 9477 | Round Count: 10975
Red Player wins: 1498 | Yellow Player Wins: 9478 | Round Count: 10976
Red Player wins: 1498 | Yellow Player Wins: 9479 | Round Count: 10977
Red Player wins: 1498 | Yellow Player Wins: 9480 | Round Count: 10978
Red Player wins: 1498 | Yellow Player Wins: 9481 | Round Count: 10979
Red Player wins: 1498 | Yellow Player Wins: 9482 | Round Count: 10980
Red Player wins: 1498 | Yellow Player Wins: 9483 | Round Count: 10981
Red Player wins: 1498 | Yellow Player Wins: 9484 | Round Count: 10982
Red Player wins: 1498 | Yellow Player Wins: 9485 | Round Count: 10983
Red Player wins: 1498 | Yellow Player Wins: 9486 | Round Count: 10984
Red Player wins: 1498 | Yellow Player Wins: 9487 | Round Count: 10985
Red Player wins: 1498 | Yellow Player Wins: 9488 | Round Count: 10986
Red Player wins: 1498 | Yellow Player Wins: 9489 | Round Count: 10987
Red Player wins: 1498 | Yellow Player Wins: 9490 | Round Count: 10988
Red Player wins: 1499 | Yellow Player Wins: 9490 | Round Count: 10989
Red Player wins: 1499 | Yellow Player Wins: 9491 | Round Count: 10990
Red Player wins: 1499 | Yellow Player Wins: 9492 | Round Count: 10991
Red Player wins: 1499 | Yellow Player Wins: 9493 | Round Count: 10992
Red Player wins: 1500 | Yellow Player Wins: 9493 | Round Count: 10993
Red Player wins: 1500 | Yellow Player Wins: 9494 | Round Count: 10994
Red Player wins: 1500 | Yellow Player Wins: 9495 | Round Count: 10995
Red Player wins: 1500 | Yellow Player Wins: 9496 | Round Count: 10996
Red Player wins: 1500 | Yellow Player Wins: 9497 | Round Count: 10997
Red Player wins: 1500 | Yellow Player Wins: 9498 | Round Count: 10998
Red Player wins: 1500 | Yellow Player Wins: 9499 | Round Count: 10999
Red Player wins: 1500 | Yellow Player Wins: 9500 | Round Count: 11000
Red Player wins: 1501 | Yellow Player Wins: 9500 | Round Count: 11001
Red Player wins: 1501 | Yellow Player Wins: 9501 | Round Count: 11002
Red Player wins: 1502 | Yellow Player Wins: 9501 | Round Count: 11003
Red Player wins: 1502 | Yellow Player Wins: 9502 | Round Count: 11004
